treeid,qlegalstatus,qspecies,qaddress,siteorder,qsiteinfo,qcaretaker,plantdate,age,dbh,plotsize,latitude,longitude,location_2,location
67617,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,811 Carolina St,1,Sidewalk: Curb side : Cutout,Private,1992,31,19,3x3,37.75845784,-122.3999189,POINT(-122.3999189 37.75845784),POINT(-122.3999189 37.75845784)
31134,DPW Maintained,Prunus serrulata :: Ornamental Cherry,154 Hearst Ave,1,Sidewalk: Curb side : Cutout,Private,1995,28,2,,37.73077028,-122.4410373,POINT(-122.4410373 37.73077028),POINT(-122.4410373 37.73077028)
39589,DPW Maintained,Archontophoenix cunninghamiana :: King Palm,1108 Rhode Island St,1,Sidewalk: Curb side : Cutout,Private,1998,25,8,,37.75583411,-122.4018195,POINT(-122.4018195 37.75583411),POINT(-122.4018195 37.75583411)
49889,DPW Maintained,Podocarpus macrophyllus :: Yew Pine,1430@ OCTAVIA Francisco St,1,Sidewalk: Curb side : Cutout,Private,2003,20,6,,37.80278133,-122.4287991,POINT(-122.4287991 37.80278133),POINT(-122.4287991 37.80278133)
218225,DPW Maintained,Citrus × meyeri 'Improved' :: Improved Meyer Lemon,100 Claremont Blvd,1,Sidewalk: Property side : Yard,Private,2020,3,3,Width 8ft,37.7428649,-122.4639348,POINT(-122.4639348 37.7428649),POINT(-122.4639348 37.7428649)
57995,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1 Lombard St,1,Sidewalk: Curb side : Cutout,Private,1977,46,9,,37.80404101,-122.4026735,POINT(-122.4026735 37.80404101),POINT(-122.4026735 37.80404101)
94460,DPW Maintained,Olea europaea :: Olive Tree,3730 Clay St,1,Sidewalk: Curb side : Cutout,Private,2010,13,4,3x3,37.7882168,-122.4543266,POINT(-122.4543266 37.7882168),POINT(-122.4543266 37.7882168)
27464,DPW Maintained,Lophostemon confertus :: Brisbane Box,2945 03rd St,1,Sidewalk: Curb side : Cutout,Private,2000,23,3,3x3,37.75255602,-122.3875828,POINT(-122.3875828 37.75255602),POINT(-122.3875828 37.75255602)
84875,DPW Maintained,Acer rubrum :: Red Maple,1936 Grove St,1,Sidewalk: Curb side : Cutout,Private,2007,16,3,,37.77464125,-122.4485941,POINT(-122.4485941 37.77464125),POINT(-122.4485941 37.77464125)
39596,DPW Maintained,Gleditsia triacanthos 'Sunburst' :: Sunburst Honey Locust,365 Vermont St,1,Sidewalk: Curb side : Cutout,Private,1998,25,3,,37.76504882,-122.404442,POINT(-122.404442 37.76504882),POINT(-122.404442 37.76504882)
54009,DPW Maintained,Pittosporum undulatum :: Victorian Box,2662 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,1986,37,4,,37.79455486,-122.4409025,POINT(-122.4409025 37.79455486),POINT(-122.4409025 37.79455486)
28885,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,475 03rd St,1,Sidewalk: Curb side : Cutout,Private,2006,17,3,3x3,37.78169009,-122.3961582,POINT(-122.3961582 37.78169009),POINT(-122.3961582 37.78169009)
59130,DPW Maintained,Ligustrum lucidum :: Glossy Privet,555 11th Ave,1,Sidewalk: Curb side : Cutout,Private,1980,43,10,,37.77781001,-122.469499,POINT(-122.469499 37.77781001),POINT(-122.469499 37.77781001)
87578,Permitted Site,Lophostemon confertus :: Brisbane Box,3446X 19th Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,3,,37.72504948,-122.4747713,POINT(-122.4747713 37.72504948),POINT(-122.4747713 37.72504948)
49968,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,250 McAllister St,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.78066826,-122.4162111,POINT(-122.4162111 37.78066826),POINT(-122.4162111 37.78066826)
33655,DPW Maintained,Schinus molle :: California Pepper,542 Linden St,1,Sidewalk: Curb side : Cutout,Private,1996,27,22,,37.77592928,-122.4269495,POINT(-122.4269495 37.77592928),POINT(-122.4269495 37.77592928)
1959,Permitted Site,Melaleuca quinquenervia :: Cajeput,35 Bertha Ln,1,Sidewalk: Curb side : Cutout,Private,1999,24,6,3X4,37.7336183,-122.3813073,POINT(-122.3813073 37.7336183),POINT(-122.3813073 37.7336183)
245417,DPW Maintained,Ficus microcarpa :: Chinese Banyan,2761 24th St,3,Sidewalk: Curb side : Cutout,Private,2017,6,3,4x4,37.75282711,-122.4076367,POINT(-122.4076367 37.75282711),POINT(-122.4076367 37.75282711)
45110,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1628 Rivera St,1,Sidewalk: Curb side : Cutout,Private,2001,22,7,,37.74649556,-122.4840236,POINT(-122.4840236 37.74649556),POINT(-122.4840236 37.74649556)
235877,DPW Maintained,Hymenosporum flavum :: Sweetshade,1208 York St,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,6x5,37.75254063,-122.4082272,POINT(-122.4082272 37.75254063),POINT(-122.4082272 37.75254063)
59661,DPW Maintained,Ficus retusa nitida :: Banyan Fig,950 Steiner St,1,Sidewalk: Curb side : Cutout,Private,1981,42,16,,37.77811498,-122.4332667,POINT(-122.4332667 37.77811498),POINT(-122.4332667 37.77811498)
243747,DPW Maintained,Agonis flexuosa :: Peppermint Willow,217 Whitney St,4,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 2ft,37.73872689,-122.4273131,POINT(-122.4273131 37.73872689),POINT(-122.4273131 37.73872689)
95678,DPW Maintained,Afrocarpus gracilior :: Fern Pine,307 Holyoke St,1,Sidewalk: Curb side : Cutout,Private,2011,12,5,3x3,37.72741185,-122.4089035,POINT(-122.4089035 37.72741185),POINT(-122.4089035 37.72741185)
22974,Permitted Site,Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree,601X Valencia St,1,Sidewalk: Curb side : Cutout,Private,1994,29,3,3x3,37.76309195,-122.421531,POINT(-122.421531 37.76309195),POINT(-122.421531 37.76309195)
65755,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,3036 Octavia St,1,Sidewalk: Curb side : Cutout,Private,1990,33,14,,37.80034415,-122.429323,POINT(-122.429323 37.80034415),POINT(-122.429323 37.80034415)
526,DPW Maintained,Tristania conferta ::,2830 24th St,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,3x3,37.75287376,-122.4087789,POINT(-122.4087789 37.75287376),POINT(-122.4087789 37.75287376)
42228,DPW Maintained,Acer rubrum :: Red Maple,66 Lansing St,1,Sidewalk: Curb side : Cutout,Private,2000,23,2,,37.78585697,-122.3943033,POINT(-122.3943033 37.78585697),POINT(-122.3943033 37.78585697)
23070,Permitted Site,Lophostemon confertus :: Brisbane Box,1198 Valencia St,2,Sidewalk: Curb side : Cutout,Private,1996,27,18,3X3,37.75396571,-122.4209982,POINT(-122.4209982 37.75396571),POINT(-122.4209982 37.75396571)
35683,DPW Maintained,Prunus cerasifera :: Cherry Plum,2219 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,,37.79357917,-122.4323167,POINT(-122.4323167 37.79357917),POINT(-122.4323167 37.79357917)
35118,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,663 Lisbon St,1,Sidewalk: Curb side : Cutout,Private,1998,25,7,,37.7178945,-122.4366242,POINT(-122.4366242 37.7178945),POINT(-122.4366242 37.7178945)
38769,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1963 McAllister St,2,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.77696716,-122.4442972,POINT(-122.4442972 37.77696716),POINT(-122.4442972 37.77696716)
81753,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,565 Missouri St,1,Sidewalk: Curb side : Cutout,Private,2009,14,4,3x3,37.75917444,-122.396088,POINT(-122.396088 37.75917444),POINT(-122.396088 37.75917444)
65146,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,504 37th Ave,1,Sidewalk: Curb side : Cutout,Private,1989,34,9,,37.7792651,-122.4974956,POINT(-122.4974956 37.7792651),POINT(-122.4974956 37.7792651)
94081,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1355 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,2010,13,3,3x3,37.79549411,-122.4176843,POINT(-122.4176843 37.79549411),POINT(-122.4176843 37.79549411)
39578,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,450 Rhode Island St,2,Sidewalk: Curb side : Cutout,Private,2009,14,4,3x3,37.76451551,-122.4026404,POINT(-122.4026404 37.76451551),POINT(-122.4026404 37.76451551)
50794,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,411 Green St,1,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.79979578,-122.4061604,POINT(-122.4061604 37.79979578),POINT(-122.4061604 37.79979578)
107404,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1440 Clement St,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.7825638,-122.4748233,POINT(-122.4748233 37.7825638),POINT(-122.4748233 37.7825638)
58039,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,64 Princeton St,1,Sidewalk: Curb side : Cutout,Private,1977,46,10,,37.72908251,-122.4162896,POINT(-122.4162896 37.72908251),POINT(-122.4162896 37.72908251)
15599,DPW Maintained,Maytenus boaria :: Mayten,3322 Mission St,1,Sidewalk: Curb side : Cutout,Private,1995,28,3,3X3,37.74359638,-122.4212873,POINT(-122.4212873 37.74359638),POINT(-122.4212873 37.74359638)
33235,DPW Maintained,Maytenus boaria :: Mayten,2512 25th Ave,1,Sidewalk: Curb side : Cutout,Private,1996,27,2,,37.74053419,-122.4818853,POINT(-122.4818853 37.74053419),POINT(-122.4818853 37.74053419)
113491,Significant Tree,Dodonaea viscosa :: Hop Bush,366x 07TH AVE,1,Sidewalk: Property side : Cutout,Private,2015,8,6,3x3,37.78192599,-122.4654231,POINT(-122.4654231 37.78192599),POINT(-122.4654231 37.78192599)
52560,DPW Maintained,Crataegus laevigata :: English Hawthorn,1742 39th Ave,1,Sidewalk: Curb side : Cutout,Private,2006,17,7,,37.75434883,-122.4979016,POINT(-122.4979016 37.75434883),POINT(-122.4979016 37.75434883)
38864,DPW Maintained,Dodonaea viscosa :: Hop Bush,1442 23rd Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,4,,37.76065706,-122.4811418,POINT(-122.4811418 37.76065706),POINT(-122.4811418 37.76065706)
69168,DPW Maintained,Olea europaea :: Olive Tree,1371 43rd Ave,1,Sidewalk: Curb side : Cutout,Private,1994,29,6,,37.76113399,-122.5028271,POINT(-122.5028271 37.76113399),POINT(-122.5028271 37.76113399)
115375,Permitted Site,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,230 Bennington St,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.73799294,-122.4180655,POINT(-122.4180655 37.73799294),POINT(-122.4180655 37.73799294)
57999,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,871 40th Ave,1,Sidewalk: Curb side : Cutout,Private,1977,46,19,,37.77240146,-122.5003767,POINT(-122.5003767 37.77240146),POINT(-122.5003767 37.77240146)
41756,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,1630 Jones St,2,Sidewalk: Curb side : Cutout,Private,2000,23,9,,37.79648022,-122.4150576,POINT(-122.4150576 37.79648022),POINT(-122.4150576 37.79648022)
62474,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,78 Rudden Ave,1,Sidewalk: Curb side : Cutout,Private,1986,37,11,,37.72449696,-122.4419578,POINT(-122.4419578 37.72449696),POINT(-122.4419578 37.72449696)
66602,DPW Maintained,Hymenosporum flavum :: Sweetshade,1235 Pine St,1,Sidewalk: Curb side : Cutout,Private,1991,32,13,,37.79011275,-122.4161412,POINT(-122.4161412 37.79011275),POINT(-122.4161412 37.79011275)
20118,Permitted Site,Lophostemon confertus :: Brisbane Box,875X Fell St,2,Sidewalk: Curb side : Cutout,Private,1992,31,12,2X2,37.77467566,-122.4322815,POINT(-122.4322815 37.77467566),POINT(-122.4322815 37.77467566)
95806,DPW Maintained,Melaleuca ericifolia :: Heath Melaleuca,570 Indiana St,1,Sidewalk: Curb side : Cutout,Private,2011,12,5,3x3,37.76318769,-122.391796,POINT(-122.391796 37.76318769),POINT(-122.391796 37.76318769)
23061,DPW Maintained,Lophostemon confertus :: Brisbane Box,1132 Valencia St,1,Sidewalk: Curb side : Cutout,Private,1995,28,20,3X3,37.75474129,-122.4210292,POINT(-122.4210292 37.75474129),POINT(-122.4210292 37.75474129)
15934,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',5775 Mission St,2,Sidewalk: Curb side : Cutout,Private,1995,28,6,3X3,37.70958325,-122.4499243,POINT(-122.4499243 37.70958325),POINT(-122.4499243 37.70958325)
31978,DPW Maintained,Prunus cerasifera :: Cherry Plum,241 02nd Ave,1,Sidewalk: Curb side : Cutout,Private,1995,28,10,,37.7841829,-122.4602946,POINT(-122.4602946 37.7841829),POINT(-122.4602946 37.7841829)
39590,DPW Maintained,Melaleuca quinquenervia :: Cajeput,45 Southern Heights Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,,37.75796499,-122.4007406,POINT(-122.4007406 37.75796499),POINT(-122.4007406 37.75796499)
98993,DPW Maintained,Ulmus parvifolia :: Chinese Elm,1919 Union St,1,Sidewalk: Curb side : Cutout,Private,2012,11,1,3x3,37.79761029,-122.4308815,POINT(-122.4308815 37.79761029),POINT(-122.4308815 37.79761029)
66610,DPW Maintained,Maytenus boaria :: Mayten,2115 28th Ave,1,Sidewalk: Curb side : Cutout,Private,1991,32,8,,37.74789589,-122.485774,POINT(-122.485774 37.74789589),POINT(-122.485774 37.74789589)
47277,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2633 20th St,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,,37.75927396,-122.4072746,POINT(-122.4072746 37.75927396),POINT(-122.4072746 37.75927396)
55312,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,392 04th St,1,Sidewalk: Curb side : Cutout,Private,1972,51,6,,37.78105257,-122.3997766,POINT(-122.3997766 37.78105257),POINT(-122.3997766 37.78105257)
31213,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,145 03rd Ave,1,Sidewalk: Curb side : Cutout,Private,1995,28,14,,37.78592037,-122.4614947,POINT(-122.4614947 37.78592037),POINT(-122.4614947 37.78592037)
32967,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,571 Mississippi St,1,Sidewalk: Curb side : Cutout,Private,1996,27,8,,37.75930711,-122.3941742,POINT(-122.3941742 37.75930711),POINT(-122.3941742 37.75930711)
67591,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,210 Texas St,1,Sidewalk: Curb side : Cutout,Private,1992,31,4,,37.76363248,-122.3957699,POINT(-122.3957699 37.76363248),POINT(-122.3957699 37.76363248)
34664,DPW Maintained,Pittosporum undulatum :: Victorian Box,3027 Buchanan St,1,Sidewalk: Curb side : Cutout,Private,1997,26,9,,37.79795315,-122.4323762,POINT(-122.4323762 37.79795315),POINT(-122.4323762 37.79795315)
253156,DPW Maintained,Prunus cerasifera :: Cherry Plum,654 Hampshire St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,3x3,37.76112306,-122.4082733,POINT(-122.4082733 37.76112306),POINT(-122.4082733 37.76112306)
60924,DPW Maintained,Prunus cerasifera :: Cherry Plum,217 10th Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,8,,37.78415933,-122.4688858,POINT(-122.4688858 37.78415933),POINT(-122.4688858 37.78415933)
120109,Planning Code 138.1 required,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,555 Ellington Ave,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,3x3,37.71050368,-122.4488119,POINT(-122.4488119 37.71050368),POINT(-122.4488119 37.71050368)
57868,DPW Maintained,Fraxinus spp :: Ash Spp,360 Hyde St,1,Sidewalk: Curb side : Cutout,Private,1977,46,7,,37.78416073,-122.4159165,POINT(-122.4159165 37.78416073),POINT(-122.4159165 37.78416073)
141406,DPW Maintained,Photinia fraseri :: Photinia: Chinese photinia,500 IVY ST,3,Sidewalk: Curb side : Cutout,Private,1995,28,6,Width 0ft,37.77691983,-122.4267077,POINT(-122.4267077 37.77691983),POINT(-122.4267077 37.77691983)
35612,DPW Maintained,Ulmus parvifolia :: Chinese Elm,2839 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,2012,11,5,3x3,37.7923567,-122.4420327,POINT(-122.4420327 37.7923567),POINT(-122.4420327 37.7923567)
254398,Undocumented,Juniperus chinensis :: Juniper,317X Dorado Ter,2,Side Yard : Yard,Private,2019,4,3,3x6,37.72670219,-122.4619049,POINT(-122.4619049 37.72670219),POINT(-122.4619049 37.72670219)
82850,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,1457 Quesada Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,5,3x3,37.73072817,-122.387047,POINT(-122.387047 37.73072817),POINT(-122.387047 37.73072817)
44274,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,730 Vermont St,1,Sidewalk: Curb side : Cutout,Private,2001,22,4,,37.75985386,-122.4041404,POINT(-122.4041404 37.75985386),POINT(-122.4041404 37.75985386)
64564,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1011 Powell St,1,Sidewalk: Curb side : Cutout,Private,1988,35,11,,37.79410425,-122.4096832,POINT(-122.4096832 37.79410425),POINT(-122.4096832 37.79410425)
37202,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1555 32nd Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.75816646,-122.4907979,POINT(-122.4907979 37.75816646),POINT(-122.4907979 37.75816646)
34980,Permitted Site,Syagrus romanzoffianum :: Queen Palm,204 Fair Oaks St,1,Sidewalk: Curb side : Cutout,Private,1997,26,6,4.5x6,37.75338898,-122.4242158,POINT(-122.4242158 37.75338898),POINT(-122.4242158 37.75338898)
32107,DPW Maintained,Geijera parviflora :: Australian Willow,429 Noe St,1,Sidewalk: Curb side : Cutout,Private,1995,28,10,,37.76215815,-122.4327949,POINT(-122.4327949 37.76215815),POINT(-122.4327949 37.76215815)
96148,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,201X Clipper St,2,Sidewalk: Curb side : Cutout,Private,2011,12,8,3x3,37.76585755,-122.4309489,POINT(-122.4309489 37.76585755),POINT(-122.4309489 37.76585755)
52049,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2440 Pacific Ave,3,Sidewalk: Curb side : Cutout,Private,2005,18,8,,37.79323923,-122.4361267,POINT(-122.4361267 37.79323923),POINT(-122.4361267 37.79323923)
71559,Permitted Site,Afrocarpus gracilior :: Fern Pine,919 South Van Ness Ave,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.75844587,-122.4167518,POINT(-122.4167518 37.75844587),POINT(-122.4167518 37.75844587)
245472,Permitted Site,Ficus retusa nitida :: Banyan Fig,2700 24th St,4,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 0ft,37.75299332,-122.4068096,POINT(-122.4068096 37.75299332),POINT(-122.4068096 37.75299332)
48994,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2418 Ortega St,1,Sidewalk: Curb side : Cutout,Private,2002,21,3,,37.75187473,-122.4895881,POINT(-122.4895881 37.75187473),POINT(-122.4895881 37.75187473)
31444,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,604 Castro St,1,Sidewalk: Curb side : Cutout,Private,1995,28,8,,37.75904447,-122.4349304,POINT(-122.4349304 37.75904447),POINT(-122.4349304 37.75904447)
91089,Permitted Site,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,3417X 18th St,1,Sidewalk: Curb side : Cutout,Private,2008,15,3,3x3,37.7617513,-122.4198253,POINT(-122.4198253 37.7617513),POINT(-122.4198253 37.7617513)
31503,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,213 Moulton St,1,Sidewalk: Curb side : Cutout,Private,1995,28,6,,37.79932434,-122.4364288,POINT(-122.4364288 37.79932434),POINT(-122.4364288 37.79932434)
48427,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2350 Union St,1,Sidewalk: Curb side : Cutout,Private,2002,21,8,,37.7968341,-122.4380153,POINT(-122.4380153 37.7968341),POINT(-122.4380153 37.7968341)
2725,DPW Maintained,Maytenus boaria :: Mayten,2211 Bush St,1,Sidewalk: Curb side : Cutout,Private,1992,31,12,3x3,37.78685781,-122.4341505,POINT(-122.4341505 37.78685781),POINT(-122.4341505 37.78685781)
72078,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,167 20th Ave,2,Sidewalk: Curb side : Cutout,Private,2020,3,3,,37.78474143,-122.4797869,POINT(-122.4797869 37.78474143),POINT(-122.4797869 37.78474143)
62299,DPW Maintained,Pittosporum undulatum :: Victorian Box,122 Beaumont Ave,1,Sidewalk: Curb side : Cutout,Private,1985,38,7,,37.77951152,-122.4546283,POINT(-122.4546283 37.77951152),POINT(-122.4546283 37.77951152)
108393,Permitted Site,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,321 San Carlos St,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.75823479,-122.4197386,POINT(-122.4197386 37.75823479),POINT(-122.4197386 37.75823479)
201586,DPW Maintained,Lophostemon confertus :: Brisbane Box,451 Donahue St,2,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 4ft,37.72926237,-122.3696602,POINT(-122.3696602 37.72926237),POINT(-122.3696602 37.72926237)
62826,DPW Maintained,Ligustrum lucidum :: Glossy Privet,170 Ocean Ave,1,Sidewalk: Curb side : Cutout,Private,1986,37,8,,37.72348153,-122.4404081,POINT(-122.4404081 37.72348153),POINT(-122.4404081 37.72348153)
39280,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2030 Harrison St,3,Sidewalk: Curb side : Cutout,Private,1998,25,10,3x3,37.76460553,-122.4131317,POINT(-122.4131317 37.76460553),POINT(-122.4131317 37.76460553)
63277,Permitted Site,Pyrus kawakamii :: Evergreen Pear,353 Lexington St,1,Sidewalk: Curb side : Cutout,Private,1987,36,12,3x3,37.75770684,-122.4203281,POINT(-122.4203281 37.75770684),POINT(-122.4203281 37.75770684)
87083,DPW Maintained,Acer buergeranum :: Trident Maple,1711 Broderick St,1,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.78640148,-122.4419169,POINT(-122.4419169 37.78640148),POINT(-122.4419169 37.78640148)
42963,DPW Maintained,Lagunaria patersonii :: Primrose Tree,560 46th Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,9,,37.77782572,-122.5070666,POINT(-122.5070666 37.77782572),POINT(-122.5070666 37.77782572)
71591,DPW Maintained,Acer rubrum 'Armstrong' :: Armstrong Red Maple,187 Goethe St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,,37.70936993,-122.4602871,POINT(-122.4602871 37.70936993),POINT(-122.4602871 37.70936993)
30610,DPW Maintained,Melaleuca spp :: Melaleuca spp,130 Dore St,1,Sidewalk: Curb side : Cutout,Private,1995,28,9,,37.77296656,-122.4119016,POINT(-122.4119016 37.77296656),POINT(-122.4119016 37.77296656)
118917,DPW Maintained,Myoporum laetum :: Myoporum,855 La Playa,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,4x4,37.77250446,-122.5100691,POINT(-122.5100691 37.77250446),POINT(-122.5100691 37.77250446)
48031,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2522 21st Ave,1,Sidewalk: Curb side : Cutout,Private,2002,21,7,,37.74063442,-122.4775909,POINT(-122.4775909 37.74063442),POINT(-122.4775909 37.74063442)
62230,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,181 Capistrano Ave,1,Sidewalk: Curb side : Cutout,Private,1985,38,9,,37.728061,-122.4377128,POINT(-122.4377128 37.728061),POINT(-122.4377128 37.728061)
9264,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,6620 Geary Blvd,4,Sidewalk: Curb side : Cutout,Private,1993,30,9,6x4,37.77996434,-122.4906548,POINT(-122.4906548 37.77996434),POINT(-122.4906548 37.77996434)
115356,Planning Code 138.1 required,Acer rubrum :: Red Maple,399 Fremont St,9,Sidewalk: Curb side : Cutout,Private,2016,7,3,4x10,37.78740855,-122.3927027,POINT(-122.3927027 37.78740855),POINT(-122.3927027 37.78740855)
58940,DPW Maintained,Ligustrum japonicum :: Japanese Privet,1360 Rhode Island St,1,Sidewalk: Curb side : Cutout,Private,1980,43,2,,37.752482,-122.4014992,POINT(-122.4014992 37.752482),POINT(-122.4014992 37.752482)
31991,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,215 04th Ave,1,Sidewalk: Curb side : Cutout,Private,1995,28,12,,37.78432448,-122.4624572,POINT(-122.4624572 37.78432448),POINT(-122.4624572 37.78432448)
34815,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,400 40th Ave,3,Sidewalk: Curb side : Cutout,Private,2002,21,6,,37.78103308,-122.5008613,POINT(-122.5008613 37.78103308),POINT(-122.5008613 37.78103308)
51088,DPW Maintained,Prunus cerasifera :: Cherry Plum,1745 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,2004,19,6,,37.79630043,-122.4260816,POINT(-122.4260816 37.79630043),POINT(-122.4260816 37.79630043)
103766,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,101X Austin St,2,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.78909655,-122.4206357,POINT(-122.4206357 37.78909655),POINT(-122.4206357 37.78909655)
115671,DPW Maintained,Lophostemon confertus :: Brisbane Box,88 Townsend St,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,2x2,37.78098709,-122.3902261,POINT(-122.3902261 37.78098709),POINT(-122.3902261 37.78098709)
104315,DPW Maintained,Olea europaea :: Olive Tree,501X 25th Ave,3,Sidewalk: Curb side : Cutout,Private,2015,8,18,3x3,37.77975033,-122.4848076,POINT(-122.4848076 37.77975033),POINT(-122.4848076 37.77975033)
61565,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1127 Wisconsin St,1,Sidewalk: Curb side : Cutout,Private,1984,39,15,,37.75314057,-122.3984364,POINT(-122.3984364 37.75314057),POINT(-122.3984364 37.75314057)
62614,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2825 Broadway,1,Sidewalk: Curb side : Cutout,Private,1986,37,5,,37.79308591,-122.4436935,POINT(-122.4436935 37.79308591),POINT(-122.4436935 37.79308591)
10379,Permitted Site,Pyrus kawakamii :: Evergreen Pear,1316 Haight St,1,Sidewalk: Curb side : Cutout,Private,1990,33,18,3X3,37.77055213,-122.4439579,POINT(-122.4439579 37.77055213),POINT(-122.4439579 37.77055213)
117444,DPW Maintained,Pittosporum undulatum :: Victorian Box,1133 Russia Ave,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.7171895,-122.4278235,POINT(-122.4278235 37.7171895),POINT(-122.4278235 37.7171895)
68895,DPW Maintained,Prunus cerasifera :: Cherry Plum,2 Wheat St,1,Sidewalk: Curb side : Cutout,Private,1993,30,6,,37.72336423,-122.4001649,POINT(-122.4001649 37.72336423),POINT(-122.4001649 37.72336423)
210577,DPW Maintained,Lagunaria patersonii :: Primrose Tree,371 Staples Ave,2,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 5ft,37.7290085,-122.4504812,POINT(-122.4504812 37.7290085),POINT(-122.4504812 37.7290085)
